Dauer [s], Verbrauch [g/s], Mode [0=Parking. 1=Driving]
200,0.084049,1
10047,0,0
440,0.068896,1
67769,0,0
595,0.073238,1
4645,0,0
528,0.081858,1
87358,0,0
660,0.0816,1
3248,0,0
371,0.091659,1
55768,0,0
898,0.074007,1
825,0,0
405,0.07407,1
21198,0,0
363,0.092894,1
373,0,0
650,0.09009,1
2213,0,0
377,0.076959,1
78818,0,0
647,0.059762,1
5698,0,0
461,0.12847,1
66574,0,0
497,0.076743,1
3842,0,0
609,0.076738,1
2.4104e+005,0,0
1252,0.16337,1
2683,0,0
1663,0.10538,1
5860,0,0
414,0.075351,1
23001,0,0
434,0.074556,1
11586,0,0
405,0.07559,1
47281,0,0
471,0.080165,1
2297,0,0
397,0.12746,1
20718,0,0
619,0.11857,1
7553,0,0
792,0.10696,1
520,0,0
483,0.070488,1
68486,0,0
701,0.093859,1
7178,0,0
918,0.099947,1
9333,0,0
1323,0.075633,1
81681,0,0
570,0.11097,1
2514,0,0
1232,0.076418,1
47639,0,0
381,0.10372,1
4616,0,0
430,0.075605,1
1.0544e+005,0,0
1168,0.089597,1
3546,0,0
638,0.09081,1
51471,0,0
275,0.07907,1
1846,0,0
465,0.077798,1
13784,0,0
626,0.084172,1
292,0,0
503,0.066286,1
3930,0,0
6668,0.3136,1
2206,0,0
9423,0.37523,1
3355,0,0
6203,0.35302,1
74549,0,0
340,0.19326,1
937,0,0
460,0.11923,1
78039,0,0
2524,0.076944,1
11522,0,0
1484,0.10065,1
39671,0,0
1190,0.069166,1
14095,0,0
588,0.09767,1
216,0,0
3404,0.18567,1
13917,0,0
3463,0.14483,1
64368,0,0
8361,0.36897,1
3733,0,0
13126,0.35287,1
1829,0,0
322,0.055072,1
2.4895e+005,0,0
551,0.058374,1
2760,0,0
438,0.067583,1
77444,0,0
557,0.075255,1
5277,0,0
544,0.089448,1
3041,0,0
483,0.088126,1
52667,0,0
1130,0.06192,1
1659,0,0
692,0.10174,1
24058,0,0
557,0.098905,1
3361,0,0
427,0.073814,1
57937,0,0
367,0.080995,1
143,0,0
565,0.095168,1
13111,0,0
1051,0.10336,1
169,0,0
656,0.10707,1
12786,0,0
633,0.090557,1
5010,0,0
708,0.068087,1
1.6756e+005,0,0
603,0.099212,1
614,0,0
564,0.074364,1
2227,0,0
493,0.061254,1
1.5614e+005,0,0
735,0.13845,1
7076,0,0
1249,0.075171,1
1.4685e+005,0,0
694,0.083291,1
1281,0,0
726,0.10058,1
16017,0,0
712,0.060991,1
7085,0,0
914,0.059096,1
62468,0,0
694,0.085969,1
13435,0,0
371,0.1347,1
4046,0,0
1298,0.065364,1
1813,0,0
622,0.085579,1
219,0,0
197,0.12286,1
285,0,0
284,0.10839,1
2480,0,0
325,0.099401,1
1.3931e+005,0,0
554,0.10932,1
3800,0,0
1080,0.079104,1
10442,0,0
493,0.093064,1
3455,0,0
526,0.091535,1
2140,0,0
10365,0.32753,1
6600,0,0
7704,0.34023,1
3.2805e+005,0,0
866,0.17248,1
1641,0,0
729,0.22476,1
1.4921e+005,0,0
10152,0.36355,1
2622,0,0
10532,0.33185,1
78595,0,0
517,0.071362,1
3575,0,0
457,0.10489,1
62970,0,0
313,0.12047,1
6411,0,0
427,0.079768,1
18920,0,0
455,0.091627,1
3975,0,0
373,0.077221,1
1526,0,0
412,0.13765,1
491,0,0
341,0.071311,1
77859,0,0
338,0.11595,1
1632,0,0
462,0.089857,1
3476,0,0
267,0.088819,1
1.3798e+005,0,0
446,0.1079,1
783,0,0
513,0.091067,1
736,0,0
557,0.05575,1
15955,0,0
944,0.085127,1
7089,0,0
903,0.076718,1
65989,0,0
272,0.12741,1
16799,0,0
313,0.099687,1
1676,0,0
397,0.086054,1
1.6454e+005,0,0
364,0.066799,1
1633,0,0
551,0.07887,1
6572,0,0
822,0.095227,1
3270,0,0
551,0.10617,1
46548,0,0
332,0.12815,1
723,0,0
1683,0.17137,1
25408,0,0
1366,0.16085,1
7607,0,0
335,0.1111,1
8296,0,0
410,0.088497,1
65218,0,0
416,0.10629,1
3442,0,0
583,0.065919,1
4137,0,0
1564,0.11175,1
74795,0,0
378,0.14359,1
3085,0,0
732,0.10931,1
3127,0,0
759,0.068397,1
80539,0,0
266,0.12606,1
4836,0,0
733,0.10186,1
1023,0,0
866,0.088894,1
87558,0,0
509,0.10028,1
1630,0,0
477,0.11698,1
57556,0,0
526,0.090588,1
3701,0,0
483,0.11447,1
14130,0,0
1115,0.11467,1
217,0,0
306,0.10447,1
2507,0,0
704,0.094064,1
4874,0,0
527,0.11091,1
177,0,0
1683,0.10209,1
15010,0,0
1666,0.11447,1
42604,0,0
457,0.087519,1
746,0,0
541,0.12501,1
21284,0,0
684,0.10932,1
4777,0,0
659,0.10736,1
55817,0,0
358,0.10346,1
761,0,0
535,0.1054,1
86275,0,0
584,0.091898,1
14846,0,0
386,0.1307,1
1646,0,0
401,0.10186,1
3.4774e+005,0,0
630,0.084696,1
1055,0,0
327,0.14961,1
2859,0,0
348,0.11198,1
61161,0,0
489,0.090918,1
1092,0,0
503,0.12195,1
86205,0,0
546,0.087989,1
561,0,0
1127,0.13285,1
81507,0,0
528,0.10069,1
19018,0,0
393,0.11592,1
1973,0,0
462,0.10727,1
76539,0,0
577,0.088502,1
6870,0,0
330,0.098309,1
4915,0,0
455,0.099066,1
500,0,0
523,0.1231,1
709,0,0
1403,0.2134,1
12572,0,0
1509,0.21271,1
43931,0,0
434,0.10408,1
443,0,0
557,0.13099,1
10895,0,0
577,0.13182,1
3714,0,0
581,0.13165,1
83876,0,0
456,0.10856,1
6184,0,0
492,0.10395,1
71396,0,0
3843,0.16952,1
14429,0,0
3278,0.2095,1
2698,0,0
656,0.095902,1
6417,0,0
898,0.10153,1
1078,0,0
529,0.10943,1
51377,0,0
507,0.09325,1
791,0,0
581,0.15748,1
1642,0,0
441,0.12675,1
16533,0,0
387,0.10152,1
4472,0,0
393,0.095385,1
62982,0,0
856,0.087311,1
2072,0,0
916,0.13884,1
576,0,0
401,0.22987,1
83857,0,0
541,0.088738,1
13479,0,0
542,0.13343,1
285,0,0
335,0.078385,1
77848,0,0
421,0.11425,1
1896,0,0
565,0.087934,1
63990,0,0
208,0.083423,1
23309,0,0
481,0.099768,1
2656,0,0
394,0.097016,1
76324,0,0
622,0.12408,1
4838,0,0
645,0.10798,1
346,0,0
396,0.095368,1
1270,0,0
793,0.12367,1
4752,0,0
308,0.09603,1
1.6485e+005,0,0
419,0.14776,1
4748,0,0
361,0.10352,1
82753,0,0
891,0.079938,1
1792,0,0
682,0.091587,1
79171,0,0
394,0.11027,1
4067,0,0
428,0.1012,1
8424,0,0
614,0.071582,1
20967,0,0
593,0.16283,1
26507,0,0
586,0.11992,1
11823,0,0
808,0.14716,1
80335,0,0
204,0.082179,1
9718,0,0
648,0.11409,1
6059,0,0
447,0.12755,1
4026,0,0
277,0.12965,1
1363,0,0
507,0.10033,1
2634,0,0
404,0.088898,1
53731,0,0
278,0.087529,1
2884,0,0
991,0.081678,1
8389,0,0
580,0.1238,1
6890,0,0
549,0.07794,1
1991,0,0
233,0.1314,1
8408,0,0
487,0.11184,1
8888,0,0
724,0.13104,1
66277,0,0
1552,0.069634,1
2006,0,0
1773,0.10908,1
2854,0,0
466,0.091628,1
87687,0,0
375,0.10416,1
4178,0,0
428,0.10295,1
1.329e+005,0,0
872,0.079227,1
2817,0,0
744,0.11996,1
29727,0,0
345,0.084733,1
7714,0,0
288,0.09264,1
48005,0,0
1181,0.084015,1
1650,0,0
762,0.13306,1
16800,0,0
514,0.11704,1
3352,0,0
504,0.071125,1
22,0,0
256,0.086021,1
2482,0,0
833,0.086606,1
56747,0,0
1342,0.10542,1
6877,0,0
630,0.13988,1
6584,0,0
932,0.10436,1
5308,0,0
635,0.10167,1
1423,0,0
803,0.20387,1
2314,0,0
1317,0.12782,1
6037,0,0
1118,0.084225,1
12352,0,0
1092,0.10492,1
45184,0,0
479,0.10039,1
10378,0,0
343,0.12804,1
502,0,0
299,0.1018,1
80655,0,0
383,0.086026,1
3113,0,0
548,0.083998,1
71321,0,0
866,0.083488,1
5502,0,0
872,0.10203,1
73113,0,0
535,0.10056,1
4773,0,0
676,0.085165,1
14019,0,0
3178,0.084468,1
675,0,0
3653,0.085382,1
4966,0,0
537,0.094112,1
51954,0,0
450,0.099002,1
5372,0,0
510,0.098215,1
21801,0,0
1647,0.10558,1
6755,0,0
989,0.13664,1
4390,0,0
1170,0.1854,1
7226,0,0
1565,0.13643,1
34935,0,0
541,0.078319,1
1402,0,0
546,0.094364,1
3815,0,0
567,0.078444,1
3739,0,0
504,0.080201,1
74247,0,0
2685,0.079183,1
4385,0,0
1311,0.097554,1
1998,0,0
499,0.15412,1
17671,0,0
412,0.098674,1
274,0,0
442,0.18231,1
1953,0,0
601,0.10386,1
2190,0,0
2184,0.15731,1
17308,0,0
1473,0.19444,1
42828,0,0
262,0.10866,1
470,0,0
415,0.094684,1
15423,0,0
1053,0.16905,1
3301,0,0
1592,0.088728,1
53998,0,0
356,0.1564,1
175,0,0
612,0.11756,1
997,0,0
768,0.091338,1
1932,0,0
472,0.092029,1
15554,0,0
1442,0.083203,1
6137,0,0
836,0.10668,1
3575,0,0
1414,0.11426,1
48505,0,0
528,0.10545,1
1019,0,0
495,0.10546,1
1803,0,0
521,0.14313,1
4664,0,0
387,0.13194,1
15621,0,0
442,0.089855,1
632,0,0
494,0.11721,1
11367,0,0
323,0.10216,1
11050,0,0
499,0.072601,1
45650,0,0
572,0.082422,1
1175,0,0
576,0.078984,1
83708,0,0
522,0.10681,1
760,0,0
852,0.10876,1
4164,0,0
537,0.14377,1
11052,0,0
948,0.078678,1
1103,0,0
596,0.092823,1
53429,0,0
709,0.093382,1
1023,0,0
539,0.095775,1
17080,0,0
401,0.13071,1
916,0,0
515,0.10015,1
9432,0,0
463,0.14443,1
4501,0,0
526,0.088491,1
1306,0,0
1059,0.072339,1
4503,0,0
815,0.11153,1
51447,0,0
556,0.081686,1
3997,0,0
886,0.086797,1
1889,0,0
261,0.079618,1
182,0,0
458,0.14339,1
15222,0,0
569,0.086711,1
5375,0,0
445,0.094995,1
54375,0,0
1534,0.19871,1
6584,0,0
2064,0.18584,1
17630,0,0
423,0.14287,1
6732,0,0
311,0.089572,1
44460,0,0
4559,0.080879,1
32927,0,0
1471,0.1733,1
1946,0,0
428,0.071452,1
45789,0,0
6374,0.060432,1
27603,0,0
1663,0.14712,1
5688,0,0
465,0.094623,1
532,0,0
641,0.074033,1
4574,0,0
708,0.11817,1
37553,0,0
3863,0.093578,1
31419,0,0
2301,0.11636,1
48183,0,0
4053,0.074948,1
33793,0,0
2517,0.10574,1
47341,0,0
4554,0.075707,1
8283,0,0
690,0.19285,1
1798,0,0
1544,0.10346,1
16785,0,0
1621,0.17661,1
249,0,0
659,0.063766,1
1866,0,0
386,0.10054,1
3746,0,0
382,0.08122,1
1404,0,0
334,0.051689,1
53145,0,0
459,0.075051,1
535,0,0
572,0.10865,1
2495,0,0
402,0.079755,1
21010,0,0
462,0.12922,1
549,0,0
278,0.11103,1
77009,0,0
803,0.12344,1
11773,0,0
426,0.079174,1
44790,0,0
515,0.079122,1
601,0,0
1376,0.16837,1
33363,0,0
3619,0.073839,1
2733,0,0
372,0.061092,1
50070,0,0
306,0.12618,1
466,0,0
626,0.075464,1
18763,0,0
474,0.11275,1
943,0,0
569,0.11532,1
2704,0,0
419,0.097816,1
54851,0,0
465,0.11033,1
469,0,0
2432,0.1007,1
31644,0,0
3209,0.10211,1
400,0,0
865,0.10329,1
47033,0,0
3832,0.089185,1
29604,0,0
1671,0.13575,1
725,0,0
734,0.071289,1
49579,0,0
520,0.085137,1
340,0,0
1504,0.14802,1
30251,0,0
3446,0.094238,1
599,0,0
1000,0.071431,1
3701,0,0
640,0.086478,1
52827,0,0
834,0.094059,1
3208,0,0
1790,0.083279,1
2395,0,0
599,0.13172,1
17365,0,0
939,0.06601,1
3925,0,0
799,0.11912,1
2799,0,0
525,0.06569,1
4244,0,0
275,0.078813,1
50759,0,0
1121,0.090978,1
21617,0,0
912,0.11855,1
50659,0,0
478,0.11414,1
340,0,0
2853,0.10582,1
30635,0,0
2295,0.11786,1
49579,0,0
340,0.091276,1
379,0,0
4423,0.058575,1
30249,0,0
1489,0.14901,1
516,0,0
1459,0.084217,1
47721,0,0
392,0.096802,1
397,0,0
2799,0.10966,1
30667,0,0
1610,0.1537,1
469,0,0
727,0.067999,1
4164,0,0
935,0.094844,1
6673,0,0
1042,0.082784,1
37037,0,0
374,0.13866,1
449,0,0
2578,0.097074,1
30216,0,0
1454,0.15035,1
617,0,0
806,0.067121,1
2452,0,0
505,0.060752,1
557,0,0
434,0.064104,1
46056,0,0
459,0.083972,1
191,0,0
1835,0.13017,1
27093,0,0
1824,0.11709,1
537,0,0
854,0.066899,1
482,0,0
321,0.10209,1
89037,0,0
703,0.077847,1
3373,0,0
630,0.06014,1
1564,0,0
256,0.098982,1
608,0,0
312,0.085147,1
8415,0,0
374,0.069017,1
49688,0,0
581,0.085839,1
13736,0,0
551,0.13771,1
490,0,0
2235,0.064951,1
3560,0,0
316,0.10212,1
2.5575e+005,0,0
562,0.098134,1
1009,0,0
585,0.076063,1
4311,0,0
451,0.077792,1
85582,0,0
624,0.12986,1
8004,0,0
474,0.15021,1
349,0,0
336,0.057855,1
36014,0,0
1149,0.048507,1
35028,0,0
843,0.10519,1
3.9166e+005,0,0
3712,0.072496,1
26128,0,0
1268,0.18605,1
30543,0,0
1502,0.08572,1
16099,0,0
953,0.16525,1
1.9973e+005,0,0
739,0.13175,1
2959,0,0
579,0.12361,1
2.4508e+005,0,0
1154,0.070553,1
4209,0,0
305,0.099562,1
320,0,0
750,0.08849,1
1.8259e+005,0,0
1079,0.080441,1
3440,0,0
537,0.11584,1
1.2199e+006,0,0
228,0.14896,1
1599,0,0
314,0.11863,1
4.29e+005,0,0
667,0.0665,1
4649,0,0
569,0.099968,1
3.0363e+005,0,0
1142,0.077247,1
6545,0,0
857,0.08955,1
1.556e+005,0,0
2694,0.084632,1
39876,0,0
1577,0.15318,1
45903,0,0
3902,0.081533,1
33554,0,0
3171,0.096998,1
45166,0,0
2629,0.11354,1
13383,0,0
1379,0.17506,1
958,0,0
2834,0.1211,1
17707,0,0
3180,0.091107,1
1.6952e+005,0,0
195,0.1561,1
4735,0,0
468,0.072819,1
2.4899e+005,0,0
608,0.058378,1
621,0,0
795,0.077431,1
2.1951e+005,0,0
2721,0.098024,1
32325,0,0
2371,0.13113,1
50559,0,0
2855,0.098602,1
33531,0,0
1466,0.1834,1
2.3771e+005,0,0
325,0.10054,1
218,0,0
1519,0.16318,1
19038,0,0
2926,0.086935,1
655,0,0
270,0.10633,1
2.5429e+005,0,0
481,0.066348,1
1219,0,0
432,0.055395,1
4.3321e+005,0,0
457,0.086383,1
3100,0,0
352,0.097776,1
42810,0,0
3680,0.050846,1
31392,0,0
5316,0.044677,1
5801,0,0
492,0.088509,1
1.2516e+005,0,0
631,0.10096,1
37955,0,0
1152,0.063638,1
4.8704e+005,0,0
1133,0.16725,1
92897,0,0
2940,0.058522,1
405,0,0
397,0.10621,1
1.6191e+006,0,0
1667,0.13491,1
39293,0,0
1564,0.11394,1
239,0,0
690,0.069146,1
47783,0,0
546,0.069739,1
254,0,0
2200,0.097847,1
32468,0,0
1545,0.12203,1
518,0,0
597,0.088441,1
1.4752e+005,0,0
512,0.090217,1
2772,0,0
793,0.07842,1
789,0,0
319,0.11174,1
11158,0,0
798,0.072319,1
72734,0,0
316,0.1126,1
2060,0,0
444,0.074492,1
3.3138e+005,0,0
377,0.096159,1
419,0,0
537,0.073398,1
28838,0,0
607,0.055215,1
693,0,0
420,0.090187,1
86664,0,0
624,0.071579,1
69,0,0
853,0.063999,1
55973,0,0
773,0.057688,1
2233,0,0
769,0.084343,1
17747,0,0
325,0.066185,1
6563,0,0
466,0.062858,1
80816,0,0
415,0.077937,1
451,0,0
861,0.070103,1
4240,0,0
872,0.063417,1
55361,0,0
565,0.11254,1
240,0,0
625,0.085224,1
335,0,0
549,0.11909,1
4155,0,0
229,0.10065,1
4672,0,0
436,0.14269,1
641,0,0
1637,0.16769,1
234,0,0
349,0.10783,1
9301,0,0
1504,0.15389,1
532,0,0
773,0.07403,1
674,0,0
775,0.083219,1
5.6944e+005,0,0
539,0.093904,1
93,0,0
2811,0.085921,1
13594,0,0
1916,0.1275,1
32259,0,0
1587,0.09227,1
7052,0,0
1598,0.10574,1
7.7491e+005,0,0
1384,0.11113,1
24716,0,0
1527,0.12412,1
3800,0,0
658,0.063651,1
367,0,0
508,0.071349,1
18896,0,0
969,0.094812,1
13273,0,0
727,0.14112,1
5.1897e+005,0,0
594,0.089664,1
4814,0,0
359,0.082492,1
859,0,0
215,0.07389,1
