Time,P_H2_In,F-H-735,F-H-725,dP_HS,dP_NS,F_H2O,F_H2O_kg/s,dP_H2O,T_HS_In,T_HS_Out,T_NS_In,T_NS_Out,T_H2O_In,T_H2O_Out
[s],[bar],[kg/h],[kg/h],[bar],[bar],[m**3/h],[kg/s],[bar],[K],[K],[K],[K],[degC],[degC]
217,148.5,11.92,0.03,0.07,-0.02,2.71,0.816,0.75,79.01,194.45,136.04,192.04,-0.8,-7.2
218,147.63,11.83,0.03,0.08,-0.03,2.71,0.816,0.74,79.11,194.85,139.09,192.04,-0.6,-7.2
219,150.68,11.83,0.03,0.12,-0.02,2.71,0.816,0.73,79.01,195.67,136.41,192.59,-0.6,-7
220,150.68,12.01,0.03,0.07,-0.02,2.72,0.819,0.74,78.99,196.05,136.41,192.98,-0.5,-6.8
221,149.1,12,0.03,0.07,-0.02,2.71,0.816,0.74,79.01,196.37,137.03,192.98,-0.4,-6.7
222,147.05,11.83,0.03,0.07,-0.02,2.71,0.816,0.74,79.11,197.12,140.13,193.41,-0.4,-6.5
223,150.95,11.83,0.03,0.13,-0.01,2.71,0.816,0.74,79.06,197.56,137.47,193.98,-0.3,-6.4
224,149.65,11.99,0.03,0.07,-0.02,2.71,0.816,0.73,79.01,198.01,137.47,194.48,-0.2,-6.3
225,149.65,12.03,0.03,0.07,-0.02,2.71,0.816,0.73,79.06,198.76,137.9,194.48,-0.1,-6.3
226,147.42,11.87,0.03,0.07,-0.02,2.72,0.819,0.73,79.11,199.16,141.15,194.95,-0.3,-6.2
227,149.85,11.87,0.03,0.13,-0.02,2.72,0.819,0.72,79.11,199.58,138.7,195.5,0.1,-6
228,150.13,11.95,0.03,0.08,-0.02,2.72,0.819,0.72,79.04,200.5,138.7,196,0.2,-6
229,150.13,12.03,0.03,0.07,-0.02,2.72,0.819,0.72,79.04,200.95,138.87,196,0.3,-5.9
230,148,11.89,0.03,0.07,-0.02,2.72,0.818,0.71,79.2,201.35,142.14,196.47,0.6,-5.7
231,148.77,11.88,0.03,0.13,-0.01,2.73,0.821,0.71,79.18,202.15,142.14,197.07,0.4,-5.7
232,150.48,11.88,0.03,0.08,-0.02,2.73,0.821,0.71,79.11,202.6,139.88,197.07,0.7,-5.5
233,150.48,12.03,0.03,0.08,-0.02,2.74,0.824,0.7,79.11,203,140.03,197.56,0.8,-5.3
234,148.53,11.95,0.03,0.08,-0.02,2.74,0.824,0.71,79.2,203.75,143.36,197.99,0.9,-5.2
235,147.78,11.85,0.03,0.15,0,2.74,0.824,0.71,79.25,204.15,143.36,198.56,1.1,-5.2
236,150.83,11.85,0.03,0.06,-0.03,2.74,0.824,0.71,79.11,204.57,141.2,198.56,1.1,-5
237,149.1,12,0.03,0.08,-0.02,2.74,0.824,0.7,79.11,205.45,141.05,199.16,1.4,-5
238,149.1,11.95,0.03,0.08,-0.02,2.73,0.821,0.71,79.18,205.77,141.05,199.58,1.6,-4.8
239,147,11.81,0.03,0.12,-0.02,2.74,0.824,0.71,79.3,206.17,144.4,199.58,1.7,-4.6
240,151,11.81,0.03,0.13,-0.02,2.74,0.824,0.7,79.2,207.05,142.26,200.18,1.8,-4.5
241,149.65,12.01,0.03,0.08,-0.02,2.74,0.824,0.69,79.13,207.4,141.92,200.7,1.7,-4.3
242,149.65,12.04,0.03,0.08,-0.02,2.74,0.824,0.69,79.23,208.15,141.92,201.1,2,-4.1
243,147.35,11.89,0.03,0.08,-0.02,2.75,0.827,0.69,79.32,208.54,145.25,201.1,2,-4
244,150.1,11.96,0.03,0.14,-0.01,2.75,0.827,0.69,79.3,208.97,143.5,201.7,2.2,-3.9
245,149.98,11.96,0.03,0.08,-0.02,2.75,0.827,0.68,79.2,209.69,143.5,202.28,2.2,-3.8
246,149.98,12.03,0.03,0.08,-0.02,2.76,0.83,0.68,79.23,210.09,142.94,202.28,2.3,-3.7
247,147.8,11.86,0.03,0.08,-0.02,2.76,0.83,0.69,79.37,210.47,146.4,202.7,2.5,-3.7
248,148.85,11.9,0.03,0.12,-0.01,2.77,0.833,0.69,79.39,211.32,144.89,203.25,2.6,-3.6
249,150.23,11.9,0.03,0.09,-0.01,2.77,0.833,0.69,79.3,211.72,144.89,203.87,2.6,-3.5
250,148.2,12.04,0.03,0.08,-0.02,2.77,0.832,0.69,79.25,212.1,144.21,203.87,2.7,-3.3
251,148.2,11.86,0.03,0.08,-0.02,2.77,0.832,0.69,79.44,212.75,147.61,204.25,2.8,-3.3
252,147.78,11.85,0.03,0.11,-0.02,2.76,0.829,0.69,79.46,213.15,147.61,204.82,2.7,-3.2
253,150.48,11.85,0.03,0.1,-0.02,2.77,0.832,0.69,79.37,213.55,146.08,204.82,3.2,-3
254,148.72,12,0.03,0.08,-0.02,2.77,0.832,0.66,79.32,214.28,145.16,205.45,3.2,-2.9
255,148.72,11.93,0.03,0.08,-0.02,2.77,0.832,0.66,79.39,214.63,148.51,205.82,3.2,-2.8
256,146.83,11.84,0.03,0.14,-0.02,2.77,0.832,0.66,79.53,214.93,148.51,206.37,3.3,-2.6
257,150.6,12,0.03,0.09,-0.01,2.78,0.835,0.68,79.39,215.71,147.27,206.37,3.2,-2.5
258,149.07,12,0.03,0.09,-0.02,2.78,0.835,0.66,79.34,216.06,146.18,207,3.4,-2.4
259,149.07,11.99,0.03,0.08,-0.02,2.78,0.835,0.67,79.37,216.36,146.18,207.35,3.6,-2.3
260,146.7,11.84,0.03,0.08,-0.02,2.78,0.835,0.67,79.63,217.09,149.63,207.35,3.7,-2.3
261,150,11.96,0.03,0.14,-0.01,2.78,0.835,0.66,79.48,217.47,148.34,207.95,3.8,-2.2
262,149.6,11.96,0.03,0.09,-0.02,2.78,0.835,0.67,79.37,217.77,146.93,208.62,3.6,-2
263,147.42,12.02,0.03,0.08,-0.02,2.78,0.835,0.66,79.41,218.42,146.93,208.99,4,-1.9
264,147.42,11.88,0.03,0.08,-0.01,2.78,0.835,0.66,79.56,218.74,150.24,208.99,4,-1.8
265,148.95,11.95,0.03,0.13,-0.01,2.78,0.835,0.66,79.46,219.45,149.17,209.54,4.2,-1.7
266,150.07,12.03,0.03,0.09,-0.02,2.79,0.838,0.67,79.39,219.75,147.51,210.22,4.3,-1.6
267,148.07,12.03,0.03,0.08,-0.02,2.79,0.838,0.67,79.37,220.02,147.51,210.57,4.4,-1.5
268,148.07,11.95,0.03,0.15,-0.01,2.78,0.835,0.67,79.63,220.58,150.87,210.57,4.6,-1.4
269,148.03,11.92,0.03,0.15,-0.01,2.78,0.835,0.66,79.58,220.96,149.99,211.07,4.8,-1.3
270,150.6,12.08,0.03,0.09,-0.01,2.78,0.835,0.66,79.44,221.28,149.99,211.77,4.8,-1
271,148.8,12.08,0.03,0.09,-0.02,2.78,0.835,0.66,79.41,221.86,148.22,211.77,4.9,-1
272,148.8,12.03,0.03,0.17,-0.02,2.78,0.835,0.66,79.56,222.14,151.61,212.15,4.8,-0.9
273,147.35,11.89,0.03,0.17,-0.02,2.79,0.838,0.66,79.67,222.44,151.02,212.6,4.9,-0.8
274,150.9,12.05,0.03,0.15,-0.02,2.79,0.837,0.66,79.48,222.99,151.02,213.33,5,-0.7
275,149.42,12.05,0.03,0.09,-0.02,2.79,0.837,0.65,79.44,223.32,148.97,213.33,5.1,-0.6
276,147.05,12.04,0.03,0.09,-0.02,2.79,0.837,0.66,79.51,223.6,152.36,213.65,5.3,-0.6
277,147.05,11.91,0.03,0.09,-0.01,2.79,0.837,0.65,79.72,224.2,152.36,214.13,5.4,-0.6
278,150.78,12.06,0.03,0.15,-0.01,2.79,0.837,0.65,79.56,224.48,151.92,214.13,5.3,-0.5
279,149.95,12.06,0.03,0.09,-0.02,2.79,0.837,0.64,79.51,224.78,149.75,214.86,5.7,-0.3
280,147.78,12.1,0.03,0.09,-0.02,2.79,0.837,0.64,79.58,225.28,153.07,215.16,5.8,-0.2
281,147.78,11.9,0.03,0.09,-0.02,2.8,0.84,0.64,79.74,225.54,153.07,215.64,5.9,-0.1
282,149.5,11.97,0.03,0.14,-0.02,2.8,0.84,0.65,79.72,225.79,153.12,215.64,6.1,0.1
283,150.28,12.05,0.03,0.1,-0.02,2.8,0.84,0.64,79.48,226.29,150.87,216.29,5.9,0.2
284,148.2,12.05,0.03,0.09,-0.02,2.8,0.84,0.64,79.51,226.49,150.87,216.64,6.1,0.3
285,148.32,11.96,0.03,0.14,-0.01,2.8,0.84,0.64,79.81,227.07,154.17,217.06,6.2,0.5
286,148.32,11.91,0.03,0.14,-0.02,2.8,0.84,0.65,79.67,227.32,154.37,217.06,6.3,0.6
287,150.5,12.08,0.03,0.1,-0.02,2.81,0.843,0.65,79.58,227.6,152.02,217.74,6.5,0.7
288,148.62,11.98,0.03,0.09,-0.02,2.81,0.843,0.64,79.53,228.1,152.02,218.07,6.4,0.8
289,147.3,11.98,0.03,0.16,-0.01,2.81,0.843,0.64,79.7,228.25,155.22,218.07,6.6,0.8
290,147.3,11.88,0.03,0.16,-0.02,2.82,0.846,0.64,79.77,228.53,155.52,218.47,6.7,1
291,150.75,12.05,0.03,0.07,-0.02,2.81,0.843,0.63,79.56,229.03,152.97,219.17,6.9,1.1
292,149.05,11.99,0.03,0.1,-0.02,2.81,0.843,0.63,79.56,229.23,152.97,219.47,7,1.2
293,146.6,11.99,0.03,0.09,-0.02,2.81,0.843,0.64,79.67,229.49,156,219.47,6.9,1.3
294,146.6,11.84,0.03,0.16,-0.02,2.82,0.846,0.63,79.81,230.04,156.49,219.87,7.1,1.5
295,150.63,12.01,0.03,0.16,-0.02,2.81,0.842,0.63,79.63,230.29,156.49,220.53,7.3,1.5
296,149.45,12.03,0.03,0.1,-0.02,2.82,0.845,0.63,79.58,230.5,153.71,220.53,7.4,1.6
297,147.2,12.03,0.03,0.09,-0.02,2.82,0.845,0.63,79.79,230.92,156.79,220.83,7.5,1.7
298,149.3,11.81,0.03,0.16,-0.01,2.82,0.845,0.63,79.96,231.15,157.54,221.21,7.5,1.8
299,149.3,11.94,0.03,0.16,-0.01,2.83,0.848,0.63,79.81,231.38,157.54,221.84,7.5,1.9
300,149.78,12.04,0.03,0.1,-0.02,2.83,0.848,0.64,79.65,231.81,154.64,221.84,7.6,2
301,147.67,12.04,0.03,0.09,-0.02,2.83,0.848,0.63,79.7,232.04,157.57,222.16,7.6,2
302,148.1,11.9,0.03,0.14,-0.01,2.83,0.848,0.63,79.91,232.29,157.57,222.47,7.7,2.1
303,148.1,11.87,0.03,0.14,-0.02,2.83,0.848,0.62,79.77,232.79,158.47,222.47,7.8,2.2
304,150.07,12.05,0.03,0.1,-0.02,2.82,0.845,0.63,79.67,233,155.42,223.14,7.7,2.2
305,148.13,12.05,0.03,0.09,-0.02,2.82,0.845,0.63,79.65,233.17,158.23,223.5,8.1,2.4
306,147.25,11.96,0.03,0.11,-0.03,2.82,0.845,0.63,79.98,233.58,158.23,223.8,8.2,2.4
307,147.25,11.87,0.03,0.11,0,2.83,0.848,0.61,79.96,233.78,159.28,223.8,8.2,2.5
308,150.3,12.03,0.03,0.14,0,2.83,0.848,0.63,79.77,233.98,156.1,224.48,8.5,2.6
309,148.68,12.03,0.03,0.1,-0.02,2.82,0.845,0.63,79.7,234.33,156.1,224.73,8.3,2.7
310,146.58,12,0.03,0.09,-0.02,2.82,0.845,0.62,79.89,234.54,158.84,224.73,8.5,2.8
311,146.58,11.85,0.03,0.09,-0.01,2.83,0.848,0.62,80.03,234.79,160.11,225.03,8.7,3
312,150.35,12.02,0.03,0.16,-0.01,2.82,0.845,0.63,79.72,235.19,156.81,225.69,8.8,3
313,149.12,12.06,0.03,0.1,-0.02,2.82,0.845,0.63,79.67,235.39,156.81,225.69,8.9,3.1
314,146.77,12.06,0.03,0.09,-0.02,2.82,0.845,0.64,79.77,235.57,159.52,226.01,8.8,3.2
315,146.77,11.91,0.03,0.15,-0.01,2.82,0.845,0.61,80.05,236.03,160.8,226.32,9.2,3.4
316,149.48,12.01,0.03,0.15,-0.01,2.83,0.848,0.61,79.84,236.2,160.8,226.92,9.3,3.5
317,149.65,12.06,0.03,0.11,-0.02,2.84,0.851,0.62,79.67,236.33,157.25,226.92,9.3,3.6
318,147.55,12.06,0.03,0.1,-0.02,2.84,0.85,0.62,79.86,236.71,159.87,227.25,9.4,3.8
319,148.45,11.9,0.03,0.14,-0.01,2.84,0.85,0.62,80.05,236.91,161.44,227.52,9.4,3.8
320,148.45,11.92,0.03,0.14,-0.02,2.83,0.847,0.62,79.77,237.09,161.44,228.18,9.6,3.9
321,150.13,12.07,0.03,0.11,-0.02,2.83,0.847,0.62,79.67,237.42,157.86,228.18,9.7,4
322,148.18,12,0.03,0.1,-0.02,2.83,0.847,0.62,79.72,237.57,160.43,228.53,9.8,4.1
323,147.55,12,0.03,0.15,0,2.83,0.847,0.61,80.1,237.97,160.43,228.76,10,4.2
324,147.55,11.92,0.03,0.08,-0.03,2.83,0.847,0.61,79.96,238.15,162.25,228.76,10.1,4.3
325,150.55,12.1,0.03,0.08,-0.03,2.84,0.85,0.6,79.74,238.32,158.6,229.36,10.3,4.3
326,148.83,12.01,0.03,0.1,-0.02,2.84,0.85,0.61,79.79,238.45,161.02,229.64,10.2,4.6
327,146.72,12.01,0.03,0.16,-0.02,2.84,0.85,0.61,80.05,238.83,161.02,229.94,10.3,4.7
328,146.72,11.89,0.03,0.14,-0.02,2.83,0.847,0.62,80.1,238.98,163.01,229.94,10.3,4.8
329,150.78,12.06,0.03,0.14,-0.02,2.83,0.847,0.6,79.74,239.16,159.3,230.52,10.3,4.8
330,149.35,12.08,0.03,0.1,-0.02,2.83,0.847,0.6,79.74,239.49,159.3,230.8,10.3,4.9
331,146.98,12.08,0.03,0.09,-0.02,2.83,0.847,0.6,79.89,239.64,161.61,230.8,10.8,5
332,149.95,11.88,0.03,0.15,-0.01,2.83,0.847,0.62,80.07,239.79,163.65,231.05,10.8,5.1
333,149.95,12.01,0.03,0.15,-0.02,2.83,0.847,0.6,79.81,240.19,159.96,231.63,10.9,5.2
334,149.78,12.1,0.03,0.1,-0.02,2.84,0.85,0.6,79.72,240.32,159.96,231.94,11,5.3
335,147.65,12.1,0.03,0.1,-0.02,2.84,0.85,0.6,79.98,240.47,162.27,231.94,10.9,5.5
336,148.85,11.99,0.03,0.15,-0.01,2.85,0.853,0.61,80.24,240.8,164.48,232.14,11.1,5.6
337,148.85,11.98,0.03,0.15,-0.02,2.85,0.853,0.61,79.98,240.98,164.48,232.69,11.2,5.7
338,150.28,12.11,0.03,0.1,-0.02,2.85,0.853,0.61,79.72,241.13,160.7,232.69,11.3,5.8
339,148.23,12.11,0.03,0.1,-0.02,2.85,0.853,0.61,79.84,241.39,162.89,233,11.4,5.9
340,147.82,12.04,0.03,0.13,-0.03,2.85,0.853,0.6,80.1,241.56,165.32,233.17,11.4,5.9
341,147.82,11.98,0.03,0.13,-0.01,2.85,0.853,0.6,79.91,241.69,165.32,233.17,11.5,6
342,150.43,12.11,0.03,0.13,-0.01,2.86,0.855,0.59,79.74,241.97,161.63,233.73,11.6,6
343,148.65,12.11,0.03,0.1,-0.02,2.85,0.852,0.61,79.74,242.07,163.72,234.03,11.7,6.1
344,147.05,12.04,0.03,0.1,-0.02,2.85,0.852,0.61,80.21,242.27,163.72,234.23,12,6.2
345,147.05,11.89,0.03,0.12,-0.01,2.85,0.852,0.61,80.14,242.6,166.28,234.23,12.1,6.3
346,150.68,12.08,0.03,0.12,-0.01,2.85,0.852,0.6,79.86,242.78,162.37,234.76,12.2,6.4
347,149.17,12.1,0.03,0.1,-0.02,2.85,0.852,0.6,79.79,242.88,164.24,235.09,12.3,6.6
348,146.77,12.1,0.03,0.1,-0.02,2.85,0.852,0.6,80.03,243.18,164.24,235.09,12.3,6.7
349,146.77,11.91,0.03,0.16,-0.02,2.85,0.852,0.59,80.26,243.36,166.89,235.22,12.4,6.7
350,150,12.06,0.03,0.16,-0.02,2.86,0.855,0.59,79.84,243.49,163.18,235.72,12.6,6.9
351,149.5,12.11,0.03,0.11,-0.02,2.86,0.855,0.59,79.77,243.74,163.18,236,12.4,7
352,147.27,12.11,0.03,0.1,-0.02,2.86,0.855,0.6,79.91,243.89,165.05,236,12.6,7.1
353,148.8,11.99,0.03,0.16,-0.01,2.86,0.855,0.59,80.33,244.2,167.75,236.23,12.7,7.2
354,148.8,12,0.03,0.16,-0.02,2.86,0.855,0.59,80.03,244.3,163.94,236.73,12.8,7.2
355,149.78,12.12,0.03,0.11,-0.02,2.86,0.855,0.59,79.86,244.45,163.94,237.04,12.9,7.3
356,147.8,12.12,0.03,0.1,-0.02,2.86,0.855,0.6,80.03,244.7,165.54,237.04,12.8,7.4
357,147.75,11.95,0.03,0.16,-0.01,2.86,0.855,0.59,80.33,244.86,168.37,237.19,13.1,7.5
358,147.75,11.93,0.03,0.1,-0.02,2.86,0.855,0.59,80.24,245.03,168.37,237.69,13.2,7.7
359,150.2,12.1,0.03,0.1,-0.02,2.86,0.855,0.6,79.84,245.24,164.53,237.69,13.3,7.8
360,148.32,12.01,0.03,0.1,-0.02,2.86,0.855,0.59,79.86,245.36,166.06,237.97,13.3,7.8
361,146.85,12.01,0.03,0.17,-0.02,2.86,0.855,0.59,80.14,245.49,168.95,238.12,13.2,8
362,146.85,11.89,0.03,0.14,-0.01,2.86,0.855,0.59,80.1,245.82,168.95,238.63,13.6,8.1
363,150.4,12.1,0.03,0.14,-0.01,2.85,0.852,0.6,79.86,245.92,165.12,238.63,13.7,8.2
364,148.87,12.08,0.03,0.11,-0.02,2.86,0.854,0.57,79.81,246.07,166.42,238.93,13.9,8.3
365,146.47,12.08,0.03,0.1,-0.02,2.86,0.854,0.57,80.24,246.35,166.42,239.08,13.9,8.3
366,150.07,11.94,0.03,0.17,-0.01,2.87,0.857,0.59,80.33,246.55,169.5,239.08,14,8.4
367,150.07,12.06,0.03,0.17,-0.01,2.87,0.857,0.58,80.05,246.73,165.86,239.54,14.1,8.6
368,149.23,12.1,0.03,0.1,-0.02,2.87,0.857,0.58,79.86,246.93,167.19,239.84,14.2,8.7
369,146.95,12.1,0.03,0.1,-0.02,2.87,0.857,0.58,80.07,247.11,167.19,239.84,14.1,8.7
370,148.77,11.86,0.03,0.15,-0.02,2.87,0.857,0.58,80.43,247.29,170.36,239.97,14.3,8.8
371,148.77,11.97,0.03,0.15,-0.02,2.87,0.857,0.59,79.98,247.54,166.69,240.45,14.4,8.9
372,149.5,12.09,0.03,0.1,-0.02,2.87,0.857,0.59,79.86,247.67,166.69,240.75,14.3,8.9
373,147.38,11.97,0.03,0.1,-0.02,2.88,0.86,0.58,80.24,247.79,167.92,240.75,14.6,9.1
374,147.65,11.97,0.03,0.14,-0.02,2.88,0.86,0.58,80.47,248.05,171.1,240.9,14.7,9.2
375,147.65,11.95,0.03,0.11,-0.01,2.88,0.86,0.58,80.21,248.17,167.36,241.33,14.7,9.2
376,149.73,12.1,0.03,0.11,-0.01,2.88,0.86,0.58,79.96,248.25,167.36,241.66,14.8,9.4
377,147.9,12.01,0.03,0.1,-0.02,2.88,0.86,0.58,80.03,248.45,168.32,241.66,14.7,9.4
378,146.8,12.01,0.03,0.11,-0.01,2.88,0.86,0.57,80.38,248.58,171.44,241.77,15,9.5
379,146.8,11.9,0.03,0.09,-0.03,2.88,0.86,0.57,80.43,248.73,171.44,242.22,15.1,9.6
380,150.18,12.08,0.03,0.09,-0.03,2.87,0.857,0.57,79.91,248.91,167.75,242.22,15.2,9.7
381,148.47,12.08,0.03,0.1,-0.02,2.88,0.86,0.58,79.91,248.98,168.56,242.52,15.3,9.8
382,146.15,12.08,0.03,0.1,-0.02,2.88,0.86,0.58,80.14,249.11,171.81,242.65,15.3,9.9
383,150.25,11.91,0.03,0.16,-0.02,2.88,0.86,0.58,80.33,249.36,171.81,242.65,15.6,10
384,150.25,12.07,0.03,0.16,-0.02,2.88,0.86,0.6,80,249.44,168.19,243.06,15.7,10.1
385,149.07,12.07,0.03,0.1,-0.02,2.88,0.86,0.57,79.89,249.57,168.88,243.34,15.8,10.3
386,146.77,12.07,0.03,0.1,-0.02,2.88,0.86,0.57,80.24,249.72,168.88,243.46,15.8,10.4
387,149.1,11.91,0.03,0.16,-0.02,2.88,0.859,0.58,80.52,249.87,172.28,243.46,15.9,10.4
388,149.1,12.03,0.03,0.16,-0.02,2.88,0.859,0.57,80.24,249.97,168.76,243.89,16.1,10.6
389,149.52,12.11,0.03,0.11,-0.02,2.89,0.862,0.57,79.89,250.18,168.76,244.22,16.3,10.7
390,147.4,12.11,0.03,0.1,-0.02,2.89,0.862,0.57,80.03,250.28,169.27,244.22,16.3,10.8
391,147.95,12.01,0.03,0.15,-0.01,2.88,0.859,0.57,80.4,250.41,172.75,244.3,16.4,11
392,147.95,12.01,0.03,0.15,-0.02,2.88,0.859,0.57,80.12,250.63,169.4,244.7,16.4,11
393,149.9,12.12,0.03,0.1,-0.02,2.87,0.856,0.57,79.93,250.76,169.4,245.01,16.2,11.1
394,147.95,12.12,0.03,0.1,-0.02,2.87,0.856,0.58,79.96,250.86,169.89,245.01,16.5,11.3
395,147.15,12.04,0.03,0.16,-0.02,2.87,0.856,0.58,80.57,251.12,173.39,245.16,16.6,11.3
396,147.15,11.98,0.03,0.14,0,2.88,0.859,0.57,80.38,251.27,170.06,245.49,16.6,11.3
397,150.25,12.15,0.03,0.14,0,2.88,0.859,0.57,79.91,251.35,170.06,245.49,16.7,11.4
398,148.62,12.11,0.03,0.1,-0.02,2.88,0.859,0.57,79.96,251.5,170.31,245.82,16.6,11.5
399,146.55,12.11,0.03,0.1,-0.02,2.88,0.859,0.57,80.29,251.6,173.84,245.92,16.9,11.6
400,150.3,11.98,0.03,0.16,-0.01,2.88,0.859,0.57,80.26,251.75,173.84,246.25,17,11.7
401,150.3,12.09,0.03,0.16,-0.02,2.89,0.862,0.57,79.98,251.9,170.75,246.25,17.1,11.8
402,149.05,12.1,0.03,0.1,-0.02,2.89,0.862,0.57,79.96,252.01,170.88,246.58,17.2,11.8
403,146.7,12.1,0.03,0.1,-0.02,2.89,0.862,0.57,80.47,252.13,174.38,246.68,17.1,11.9
404,149.45,11.95,0.03,0.16,-0.01,2.89,0.862,0.57,80.52,252.36,174.38,246.68,17.4,12
405,149.45,12.08,0.03,0.16,-0.02,2.89,0.862,0.52,80.19,252.41,171.32,247.01,17.5,12
406,149.52,12.1,0.03,0.11,-0.02,2.88,0.859,0.51,79.96,252.51,171.27,247.34,17.6,12.2
407,147.4,12.1,0.03,0.1,-0.02,2.82,0.841,0.51,80.24,252.72,171.27,247.46,17.7,12.2
408,148.28,11.99,0.03,0.15,-0.02,2.82,0.841,0.51,80.61,252.82,174.85,247.46,17.7,12.3
409,148.28,11.99,0.03,0.12,-0.02,2.77,0.826,0.51,80.1,253.05,171.94,247.82,18,12.4
410,149.88,12.17,0.03,0.12,-0.02,2.75,0.82,0.52,79.96,253.1,171.71,248.1,18.1,12.5
411,147.92,12.03,0.03,0.1,-0.02,2.73,0.814,0.52,80.03,253.17,171.71,248.25,18.3,12.6
412,147.25,12.03,0.03,0.17,-0.01,2.73,0.814,0.5,80.71,253.4,175.32,248.25,18.4,12.6
413,150.15,11.98,0.03,0.09,-0.03,2.73,0.814,0.49,80.36,253.48,172.7,248.5,18.5,12.8
414,150.15,12.15,0.03,0.09,-0.02,2.72,0.811,0.49,80.07,253.56,172.7,248.81,18.5,13
415,148.35,12.07,0.03,0.1,-0.02,2.71,0.808,0.5,80.14,253.73,172.21,248.81,18.6,13.1
416,146.28,12.07,0.03,0.13,-0.02,2.71,0.808,0.51,80.59,253.81,175.86,248.88,18.6,13.1
417,150.25,11.92,0.03,0.12,-0.01,2.71,0.808,0.51,80.66,253.94,173.47,249.16,18.7,13.2
418,150.25,12.09,0.03,0.12,-0.02,2.71,0.807,0.51,80.05,254.06,173.47,249.42,18.8,13.3
419,148.7,12.1,0.03,0.11,-0.02,2.72,0.811,0.5,80.05,254.17,172.95,249.42,18.6,13.3
420,146.38,12.1,0.03,0.1,-0.02,2.72,0.81,0.51,80.33,254.27,176.5,249.57,19,13.4
421,149.32,11.95,0.03,0.16,-0.01,2.72,0.81,0.51,80.61,254.47,176.5,249.82,19,13.5
422,149.32,12.06,0.03,0.16,-0.02,2.72,0.81,0.5,80.21,254.52,174.11,249.82,19,13.5
423,149.07,12.09,0.03,0.11,-0.02,2.72,0.81,0.51,80.03,254.57,173.37,250.13,19.1,13.6
424,146.85,11.98,0.03,0.1,-0.02,2.72,0.81,0.5,80.52,254.78,176.87,250.25,18.9,13.7
425,148,11.98,0.03,0.16,-0.02,2.72,0.81,0.5,80.83,254.88,176.87,250.53,19.2,13.8
426,148,12.01,0.03,0.1,-0.02,2.72,0.81,0.51,80.52,254.98,174.75,250.53,19.3,13.9
427,149.42,12.12,0.03,0.1,-0.02,2.72,0.81,0.5,80.07,255.06,173.76,250.89,19.3,13.9
428,147.35,12.01,0.03,0.1,-0.02,2.72,0.81,0.5,80.24,255.11,173.76,250.99,19.4,13.9
429,146.98,12.01,0.03,0.12,-0.02,2.72,0.81,0.5,80.8,255.21,177.24,250.99,19.3,14
430,149.55,11.95,0.03,0.14,-0.01,2.72,0.81,0.49,80.38,255.44,175.29,251.19,19.6,14
431,149.55,12.12,0.03,0.14,-0.02,2.72,0.81,0.5,80.12,255.49,174.13,251.52,19.6,14.1
432,147.78,12.02,0.03,0.1,-0.02,2.72,0.81,0.5,80.12,255.56,174.13,251.6,19.7,14.2
433,146.15,12.02,0.03,0.11,-0.02,2.72,0.81,0.51,80.83,255.77,177.59,251.6,19.8,14.3
434,149.6,11.91,0.03,0.16,-0.01,2.72,0.81,0.52,80.71,255.84,175.86,251.8,19.9,14.4
435,149.6,12.08,0.03,0.16,-0.02,2.72,0.81,0.5,80.12,255.94,175.86,252.11,20,14.4
436,148.15,12.07,0.03,0.1,-0.02,2.72,0.81,0.5,80.21,256.05,174.58,252.11,20,14.5
437,145.8,11.91,0.03,0.1,-0.02,2.72,0.81,0.5,80.64,256.15,178.06,252.21,20,14.6
438,149.15,11.91,0.03,0.16,-0.02,2.72,0.81,0.5,80.61,256.25,176.43,252.41,20.1,14.7
439,149.15,12.02,0.03,0.11,-0.02,2.72,0.81,0.5,80.24,256.4,176.43,252.72,20.2,14.8
440,148.5,12.07,0.03,0.11,-0.02,2.73,0.813,0.5,80.17,256.48,174.92,252.72,20.4,14.8
441,146.28,11.91,0.03,0.1,-0.02,2.73,0.813,0.5,80.83,256.58,178.33,252.84,20.5,14.9
442,147.88,11.91,0.03,0.15,-0.01,2.73,0.813,0.5,80.87,256.73,176.9,253.02,20.5,15
443,148.87,11.98,0.03,0.12,-0.02,2.73,0.813,0.5,80.5,256.78,176.9,253.02,20.7,15.2
444,148.87,12.1,0.03,0.12,-0.02,2.73,0.813,0.5,80.19,256.91,175.32,253.33,20.7,15.3
445,146.8,11.96,0.03,0.1,-0.02,2.73,0.813,0.5,80.47,257.01,178.77,253.43,20.5,15.3
446,146.7,11.96,0.03,0.16,-0.01,2.73,0.813,0.5,80.94,257.09,178.77,253.63,20.9,15.4
447,149.07,11.91,0.03,0.1,-0.02,2.73,0.813,0.49,80.38,257.27,177.66,253.63,21,15.5
448,149.07,12.08,0.03,0.1,-0.02,2.73,0.812,0.49,80.21,257.32,175.84,253.94,21.1,15.5
449,147.2,11.96,0.03,0.1,-0.02,2.72,0.809,0.5,80.73,257.37,179.14,254.06,21.2,15.6
450,145.78,11.86,0.03,0.12,-0.02,2.72,0.809,0.5,81.01,257.6,179.14,254.24,21.1,15.7
451,149.15,11.86,0.03,0.1,-0.01,2.72,0.809,0.5,80.73,257.67,178.28,254.24,21.4,15.8
452,147.52,12.05,0.03,0.11,-0.02,2.72,0.809,0.49,80.24,257.77,176.38,254.55,21.5,15.8
