TankPressure,LinerTemperature,CFKTemperature
28.97999954,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.95999756,-18.95999756
28.97999954,-18.92999878,-18.92999878
29.03000069,-18.92999878,-18.92999878
29.03000069,-18.92999878,-18.92999878
28.97999954,-18.95999756,-18.95999756
29.03000069,-18.92999878,-18.92999878
29.03000069,-18.92999878,-18.92999878
29.03000069,-18.92999878,-18.92999878
29.03000069,-18.95999756,-18.95999756
29.03000069,-18.95999756,-18.95999756
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
28.97999954,-18.92999878,-18.92999878
29.03000069,-18.92999878,-18.92999878
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.92999878,-18.92999878
28.97999954,-18.92999878,-18.92999878
29.03000069,-18.92999878,-18.92999878
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
28.97999954,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
28.97999954,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.90999451,-18.90999451
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
28.97999954,-18.90999451,-18.90999451
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
28.97999954,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
28.97999954,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.87999573,-18.87999573
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.86000671,-18.86000671
29.03000069,-18.81000366,-18.81000366
28.97999954,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.82999268,-18.82999268
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
28.97999954,-18.81000366,-18.81000366
28.97999954,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
28.97999954,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.81000366,-18.81000366
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.76000061,-18.76000061
29.03000069,-18.76000061,-18.76000061
29.03000069,-18.76000061,-18.76000061
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.78000488,-18.78000488
29.03000069,-18.76000061,-18.76000061
