Dauer [s], Verbrauch [g/s], Mode [0=Parking. 1=Driving]
2465,0.12695,1
23064,0,0
1087,0.22851,1
186,0,0
220,0.097643,1
2509,0,0
659,0.08611,1
1084,0,0
425,0.10477,1
59089,0,0
363,0.14063,1
350,0,0
220,0.10667,1
136,0,0
458,0.11919,1
85140,0,0
915,0.12674,1
197,0,0
634,0.14328,1
78350,0,0
713,0.15368,1
642,0,0
398,0.092417,1
229,0,0
5669,0.082348,1
3072,0,0
3341,0.15973,1
258,0,0
214,0.21604,1
8156,0,0
2145,0.11813,1
7925,0,0
1354,0.17977,1
2156,0,0
428,0.094279,1
814,0,0
473,0.10212,1
48464,0,0
782,0.13574,1
362,0,0
3852,0.05902,1
8488,0,0
1834,0.099048,1
7323,0,0
537,0.081207,1
666,0,0
1562,0.10658,1
7771,0,0
1461,0.15731,1
1721,0,0
761,0.093651,1
2544,0,0
1065,0.13656,1
2131,0,0
992,0.16041,1
41879,0,0
307,0.11812,1
360,0,0
2218,0.32411,1
33361,0,0
480,0.15182,1
264,0,0
567,0.13161,1
3435,0,0
2043,0.34556,1
5.2274e+006,0,0
1622,0.15759,1
14945,0,0
1042,0.097537,1
7072,0,0
799,0.12605,1
17623,0,0
909,0.26803,1
381,0,0
435,0.15822,1
40715,0,0
2310,0.10975,1
7341,0,0
992,0.11042,1
3005,0,0
1108,0.08783,1
948,0,0
316,0.08816,1
27462,0,0
858,0.25088,1
1000,0,0
663,0.16545,1
40633,0,0
615,0.1548,1
310,0,0
5228,0.071763,1
9226,0,0
2548,0.10497,1
5794,0,0
1148,0.12808,1
12353,0,0
1171,0.23858,1
674,0,0
460,0.093629,1
46723,0,0
1686,0.196,1
168,0,0
262,0.088609,1
18573,0,0
5292,0.18397,1
1923,0,0
3354,0.18125,1
8414,0,0
3337,0.18042,1
43978,0,0
1425,0.1856,1
19808,0,0
515,0.12696,1
22391,0,0
1349,0.23383,1
2063,0,0
2138,0.17628,1
9660,0,0
2376,0.18489,1
37687,0,0
244,0.11093,1
679,0,0
529,0.15324,1
809,0,0
352,0.092672,1
15031,0,0
631,0.13806,1
352,0,0
578,0.12309,1
61042,0,0
2092,0.20425,1
24747,0,0
641,0.22647,1
440,0,0
844,0.20365,1
2760,0,0
1201,0.20116,1
46140,0,0
1730,0.16293,1
7599,0,0
2298,0.15744,1
4163,0,0
502,0.084847,1
4577,0,0
2287,0.1381,1
13520,0,0
937,0.2154,1
1025,0,0
500,0.11684,1
484,0,0
647,0.16064,1
47025,0,0
2002,0.15373,1
8005,0,0
816,0.11372,1
24924,0,0
1413,0.20869,1
270,0,0
375,0.10748,1
522,0,0
329,0.12679,1
50364,0,0
1323,0.20674,1
5496,0,0
2065,0.12053,1
12550,0,0
1963,0.13136,1
9332,0,0
966,0.19706,1
2139,0,0
669,0.14847,1
514,0,0
793,0.13511,1
2945,0,0
512,0.128,1
3055,0,0
485,0.12461,1
43534,0,0
1268,0.20403,1
30602,0,0
893,0.20364,1
2525,0,0
225,0.12471,1
300,0,0
438,0.2025,1
563,0,0
298,0.1075,1
46776,0,0
636,0.19141,1
269,0,0
2557,0.18802,1
31214,0,0
2626,0.19699,1
72483,0,0
652,0.15568,1
361,0,0
566,0.18491,1
10758,0,0
354,0.14411,1
1817,0,0
347,0.10186,1
52527,0,0
2220,0.18937,1
326,0,0
485,0.14517,1
1.6623e+005,0,0
1323,0.202,1
31353,0,0
960,0.1945,1
2916,0,0
361,0.1154,1
546,0,0
637,0.1952,1
49151,0,0
450,0.13125,1
98,0,0
1238,0.21623,1
36803,0,0
965,0.26729,1
229,0,0
607,0.11337,1
41299,0,0
2566,0.15979,1
11687,0,0
1253,0.14278,1
16430,0,0
1264,0.19514,1
385,0,0
342,0.10119,1
9525,0,0
2200,0.16876,1
11348,0,0
2085,0.1794,1
34694,0,0
1256,0.19659,1
9381,0,0
2507,0.11996,1
1466,0,0
2851,0.097578,1
1902,0,0
1291,0.21035,1
8177,0,0
743,0.19319,1
872,0,0
485,0.095331,1
671,0,0
338,0.091029,1
1681,0,0
613,0.14977,1
685,0,0
368,0.096917,1
1.4726e+005,0,0
1022,0.10451,1
472,0,0
598,0.16581,1
68526,0,0
3224,0.15952,1
8025,0,0
1924,0.18158,1
2899,0,0
246,0.11218,1
2890,0,0
218,0.14738,1
2525,0,0
2811,0.15686,1
222,0,0
193,0.1409,1
4552,0,0
1322,0.21339,1
57933,0,0
2842,0.095797,1
14263,0,0
1408,0.13906,1
10248,0,0
1543,0.1125,1
7827,0,0
1311,0.22143,1
44963,0,0
1721,0.17152,1
11827,0,0
1360,0.12789,1
16559,0,0
1294,0.11741,1
8054,0,0
976,0.21448,1
240,0,0
451,0.14208,1
193,0,0
533,0.20352,1
747,0,0
797,0.20672,1
5459,0,0
597,0.14173,1
209,0,0
651,0.12319,1
33820,0,0
1593,0.19088,1
33895,0,0
1418,0.21952,1
54705,0,0
1955,0.15578,1
10925,0,0
184,0.10715,1
2863,0,0
226,0.13415,1
7868,0,0
203,0.17847,1
131,0,0
1433,0.25709,1
7503,0,0
710,0.21175,1
437,0,0
641,0.21006,1
66714,0,0
318,0.14493,1
1019,0,0
358,0.13216,1
16059,0,0
799,0.16909,1
485,0,0
382,0.14783,1
567,0,0
573,0.14499,1
1.3694e+005,0,0
1682,0.19012,1
32847,0,0
1052,0.22879,1
324,0,0
757,0.10299,1
47710,0,0
3320,0.13328,1
8805,0,0
2472,0.12258,1
22392,0,0
1291,0.19775,1
616,0,0
872,0.14793,1
40119,0,0
3198,0.11612,1
8096,0,0
1834,0.13821,1
13833,0,0
1635,0.17395,1
261,0,0
205,0.18262,1
4874,0,0
3465,0.081074,1
6030,0,0
1174,0.19154,1
241,0,0
713,0.12574,1
60352,0,0
621,0.1858,1
2632,0,0
1059,0.13092,1
6183,0,0
409,0.13637,1
2508,0,0
383,0.12575,1
254,0,0
235,0.13472,1
867,0,0
394,0.092372,1
62439,0,0
2656,0.12869,1
3316,0,0
2572,0.12787,1
644,0,0
724,0.17669,1
5126,0,0
747,0.21683,1
2105,0,0
381,0.095206,1
74,0,0
922,0.17462,1
10638,0,0
388,0.13956,1
2017,0,0
471,0.075249,1
1576,0,0
567,0.20276,1
130,0,0
812,0.14037,1
64635,0,0
570,0.19708,1
108,0,0
497,0.15813,1
144,0,0
1006,0.15209,1
73044,0,0
687,0.18369,1
373,0,0
385,0.11421,1
367,0,0
734,0.15948,1
24875,0,0
840,0.13457,1
172,0,0
527,0.21524,1
45855,0,0
938,0.17971,1
2834,0,0
1722,0.16996,1
8894,0,0
1188,0.12725,1
5830,0,0
2281,0.18625,1
3631,0,0
832,0.19645,1
2075,0,0
984,0.10477,1
55592,0,0
810,0.16719,1
836,0,0
3774,0.099547,1
26525,0,0
274,0.15334,1
83,0,0
604,0.15042,1
114,0,0
1286,0.16071,1
2751,0,0
1298,0.15642,1
2100,0,0
576,0.22088,1
110,0,0
390,0.14296,1
86,0,0
418,0.14461,1
42077,0,0
4520,0.086287,1
7740,0,0
946,0.11108,1
26310,0,0
2942,0.12137,1
207,0,0
181,0.10312,1
779,0,0
849,0.12543,1
44444,0,0
990,0.15138,1
529,0,0
3858,0.088117,1
24465,0,0
1296,0.22703,1
2654,0,0
911,0.15408,1
2063,0,0
587,0.11636,1
1791,0,0
857,0.11821,1
46258,0,0
911,0.16188,1
632,0,0
6111,0.067026,1
3986,0,0
2540,0.13448,1
2743,0,0
724,0.12932,1
6362,0,0
2668,0.17645,1
2427,0,0
806,0.17682,1
3296,0,0
1305,0.16242,1
2167,0,0
526,0.12469,1
59470,0,0
796,0.17898,1
2618,0,0
821,0.16856,1
15976,0,0
726,0.16163,1
2609,0,0
765,0.20723,1
2783,0,0
359,0.16061,1
376,0,0
317,0.12738,1
65773,0,0
516,0.1226,1
387,0,0
480,0.14189,1
6247,0,0
858,0.11318,1
658,0,0
1015,0.17147,1
1722,0,0
794,0.1041,1
983,0,0
439,0.25138,1
54238,0,0
1160,0.10895,1
946,0,0
911,0.098265,1
31311,0,0
1097,0.14269,1
1778,0,0
937,0.15044,1
594,0,0
350,0.11014,1
47505,0,0
907,0.15601,1
754,0,0
4037,0.074493,1
737,0,0
2806,0.12031,1
5199,0,0
1945,0.11494,1
13372,0,0
1303,0.11478,1
5548,0,0
3782,0.13101,1
2595,0,0
582,0.19699,1
149,0,0
265,0.14806,1
558,0,0
576,0.12515,1
35483,0,0
2734,0.12866,1
278,0,0
1726,0.094145,1
12758,0,0
5400,0.14156,1
2078,0,0
998,0.15989,1
430,0,0
743,0.14792,1
6843,0,0
1577,0.21407,1
251,0,0
3981,0.15992,1
5621,0,0
1921,0.13494,1
470,0,0
400,0.13025,1
173,0,0
595,0.1131,1
43220,0,0
952,0.14555,1
606,0,0
842,0.16745,1
10839,0,0
1275,0.22033,1
9855,0,0
1332,0.083491,1
2250,0,0
1000,0.080566,1
4111,0,0
1417,0.18503,1
2427,0,0
992,0.13653,1
737,0,0
402,0.084046,1
4037,0,0
277,0.089965,1
43207,0,0
978,0.1472,1
727,0,0
5201,0.073643,1
468,0,0
2358,0.15273,1
6852,0,0
2234,0.12383,1
21186,0,0
309,0.12618,1
152,0,0
1853,0.16005,1
62202,0,0
614,0.19568,1
157,0,0
1023,0.24347,1
17080,0,0
952,0.26246,1
679,0,0
791,0.15627,1
1333,0,0
399,0.11498,1
776,0,0
279,0.14184,1
335,0,0
323,0.11921,1
47510,0,0
337,0.13935,1
559,0,0
289,0.10514,1
33518,0,0
1205,0.17567,1
45940,0,0
1447,0.11575,1
69,0,0
8473,0.073274,1
19892,0,0
3558,0.13812,1
1493,0,0
945,0.15871,1
1516,0,0
1342,0.14971,1
47508,0,0
1375,0.12533,1
491,0,0
3616,0.082214,1
13391,0,0
222,0.18947,1
864,0,0
236,0.13739,1
13709,0,0
1488,0.18727,1
11970,0,0
947,0.20551,1
36248,0,0
6417,0.088048,1
316,0,0
1532,0.10899,1
4023,0,0
2147,0.18294,1
5149,0,0
376,0.12586,1
7494,0,0
2475,0.15275,1
10195,0,0
1020,0.2368,1
853,0,0
317,0.13285,1
287,0,0
813,0.12604,1
45378,0,0
987,0.15139,1
725,0,0
979,0.16517,1
930,0,0
1537,0.19099,1
1444,0,0
3876,0.15867,1
5423,0,0
665,0.13798,1
6795,0,0
3092,0.10711,1
7040,0,0
1347,0.17042,1
2076,0,0
1244,0.11102,1
48271,0,0
1330,0.095273,1
220,0,0
3828,0.084326,1
13629,0,0
2398,0.16305,1
1274,0,0
1952,0.1581,1
4407,0,0
1091,0.14899,1
2815,0,0
977,0.13523,1
992,0,0
453,0.098102,1
680,0,0
884,0.2633,1
2512,0,0
1156,0.15019,1
83513,0,0
1069,0.14121,1
2091,0,0
512,0.15468,1
252,0,0
521,0.12201,1
744,0,0
305,0.08609,1
68338,0,0
865,0.12883,1
11444,0,0
436,0.1431,1
4826,0,0
362,0.12505,1
43258,0,0
1008,0.15672,1
878,0,0
1007,0.11052,1
11426,0,0
1207,0.23198,1
17966,0,0
1629,0.17435,1
1963,0,0
1221,0.13922,1
371,0,0
332,0.090934,1
47381,0,0
1081,0.14804,1
346,0,0
1117,0.15071,1
5701,0,0
1563,0.18477,1
23662,0,0
1527,0.16058,1
2152,0,0
602,0.11095,1
608,0,0
353,0.13169,1
258,0,0
720,0.081981,1
42329,0,0
10257,0.059836,1
15576,0,0
2739,0.16014,1
13482,0,0
1440,0.17714,1
534,0,0
474,0.14839,1
703,0,0
391,0.092628,1
45220,0,0
951,0.14264,1
784,0,0
6383,0.078179,1
3138,0,0
1478,0.11298,1
20885,0,0
1708,0.15416,1
1603,0,0
1325,0.14061,1
48206,0,0
1056,0.12152,1
247,0,0
212,0.082889,1
431,0,0
7142,0.060894,1
15201,0,0
1544,0.1137,1
11409,0,0
2051,0.14032,1
553,0,0
262,0.12122,1
789,0,0
393,0.083968,1
82504,0,0
466,0.14049,1
1215,0,0
431,0.1026,1
83518,0,0
701,0.11642,1
255,0,0
632,0.1038,1
348,0,0
561,0.22781,1
47068,0,0
1383,0.12773,1
73,0,0
1093,0.15605,1
2064,0,0
7052,0.12999,1
6428,0,0
2789,0.21396,1
12526,0,0
1426,0.16654,1
2311,0,0
430,0.19664,1
1490,0,0
776,0.20754,1
46445,0,0
1427,0.11851,1
355,0,0
1136,0.13453,1
147,0,0
311,0.10522,1
865,0,0
440,0.10906,1
1599,0,0
2944,0.1155,1
29126,0,0
2413,0.096153,1
5339,0,0
2456,0.18068,1
33081,0,0
2764,0.11523,1
8903,0,0
2444,0.15291,1
1716,0,0
567,0.11094,1
12251,0,0
2334,0.13887,1
7859,0,0
2607,0.13415,1
442,0,0
1465,0.13226,1
48215,0,0
911,0.1552,1
319,0,0
3719,0.074389,1
8916,0,0
1461,0.1122,1
9393,0,0
1511,0.13583,1
7323,0,0
1474,0.19561,1
1741,0,0
925,0.1448,1
697,0,0
420,0.11257,1
47074,0,0
1593,0.10807,1
372,0,0
4398,0.071833,1
7164,0,0
2157,0.18266,1
10795,0,0
2373,0.16078,1
896,0,0
1610,0.17318,1
1706,0,0
324,0.084632,1
260,0,0
1282,0.11701,1
5912,0,0
378,0.1636,1
228,0,0
247,0.10346,1
1690,0,0
364,0.10526,1
59456,0,0
657,0.1014,1
289,0,0
591,0.11586,1
5196,0,0
287,0.10406,1
116,0,0
2463,0.30746,1
208,0,0
1057,0.37263,1
14431,0,0
5028,0.15113,1
2701,0,0
1008,0.14284,1
61871,0,0
532,0.16075,1
694,0,0
1188,0.12424,1
1618,0,0
891,0.20322,1
55810,0,0
1070,0.14356,1
159,0,0
993,0.17277,1
565,0,0
5242,0.093554,1
5386,0,0
1839,0.12142,1
6969,0,0
1363,0.11831,1
9906,0,0
1420,0.18551,1
1840,0,0
1344,0.13675,1
48018,0,0
1124,0.14431,1
253,0,0
4667,0.06712,1
11666,0,0
1916,0.21728,1
791,0,0
838,0.0864,1
5638,0,0
1984,0.2109,1
10854,0,0
1309,0.2124,1
99,0,0
352,0.096061,1
441,0,0
419,0.078548,1
40581,0,0
6021,0.11092,1
5721,0,0
1435,0.22969,1
2188,0,0
1467,0.16387,1
3079,0,0
685,0.13051,1
4912,0,0
1757,0.14059,1
12018,0,0
1190,0.18212,1
1048,0,0
433,0.14423,1
884,0,0
363,0.096471,1
47028,0,0
1114,0.12644,1
742,0,0
3755,0.080377,1
9487,0,0
1602,0.11362,1
12551,0,0
3418,0.13965,1
702,0,0
951,0.14327,1
2389,0,0
208,0.098304,1
247,0,0
1133,0.14444,1
47456,0,0
1489,0.098994,1
269,0,0
4181,0.069907,1
3117,0,0
3620,0.14274,1
11986,0,0
2188,0.16185,1
6168,0,0
2353,0.13354,1
1287,0,0
2895,0.14442,1
20106,0,0
1905,0.19543,1
399,0,0
442,0.12875,1
29208,0,0
434,0.10099,1
172,0,0
340,0.078655,1
1.0606e+005,0,0
537,0.13745,1
233,0,0
493,0.1245,1
11454,0,0
814,0.14622,1
443,0,0
619,0.19268,1
45619,0,0
1024,0.13692,1
218,0,0
446,0.13511,1
302,0,0
1051,0.14882,1
16487,0,0
1211,0.2467,1
13988,0,0
1392,0.19544,1
1476,0,0
956,0.18665,1
48392,0,0
1440,0.12258,1
206,0,0
4518,0.072836,1
33533,0,0
2577,0.11416,1
75,0,0
265,0.1396,1
219,0,0
392,0.11552,1
39185,0,0
5615,0.072961,1
36686,0,0
1275,0.17622,1
914,0,0
465,0.13239,1
726,0,0
1344,0.14174,1
43116,0,0
1810,0.092084,1
177,0,0
1303,0.11503,1
10561,0,0
716,0.19773,1
1955,0,0
1203,0.19578,1
457,0,0
390,0.08262,1
15486,0,0
1644,0.17109,1
1583,0,0
1137,0.18142,1
2656,0,0
1233,0.22277,1
43982,0,0
1641,0.10255,1
304,0,0
1158,0.11488,1
126,0,0
635,0.10085,1
1245,0,0
321,0.061123,1
3128,0,0
976,0.17142,1
372,0,0
1071,0.20873,1
18372,0,0
1416,0.18399,1
2714,0,0
1018,0.12623,1
501,0,0
1739,0.1383,1
190,0,0
793,0.14394,1
70268,0,0
346,0.14978,1
1690,0,0
356,0.10363,1
1523,0,0
715,0.15881,1
2289,0,0
1087,0.20775,1
362,0,0
474,0.11995,1
8185,0,0
412,0.16164,1
111,0,0
324,0.13697,1
1.3586e+005,0,0
756,0.092411,1
1349,0,0
579,0.10934,1
391,0,0
3943,0.12843,1
1574,0,0
1348,0.13017,1
8622,0,0
256,0.14551,1
687,0,0
344,0.11081,1
15306,0,0
1662,0.19113,1
2761,0,0
3041,0.14813,1
10864,0,0
2402,0.16624,1
25324,0,0
4697,0.081159,1
35061,0,0
258,0.14694,1
99,0,0
2161,0.16222,1
687,0,0
671,0.098628,1
3476,0,0
567,0.14008,1
4723,0,0
509,0.12392,1
52107,0,0
479,0.13071,1
395,0,0
553,0.15303,1
1688,0,0
4880,0.13981,1
3217,0,0
4021,0.14,1
12233,0,0
339,0.16477,1
58,0,0
332,0.13907,1
92,0,0
585,0.11904,1
1124,0,0
615,0.25646,1
2161,0,0
731,0.11985,1
76,0,0
563,0.11639,1
76711,0,0
368,0.16256,1
275,0,0
534,0.13244,1
674,0,0
737,0.12725,1
48428,0,0
1428,0.18701,1
30162,0,0
1168,0.19067,1
1973,0,0
641,0.14084,1
265,0,0
209,0.1262,1
574,0,0
453,0.099924,1
67446,0,0
380,0.15148,1
176,0,0
274,0.13457,1
66869,0,0
520,0.11979,1
300,0,0
221,0.11688,1
266,0,0
401,0.10755,1
38756,0,0
1893,0.18629,1
10290,0,0
2118,0.19982,1
1.1928e+005,0,0
791,0.14366,1
4202,0,0
244,0.11532,1
210,0,0
588,0.18007,1
81810,0,0
904,0.13596,1
45,0,0
1637,0.14915,1
574,0,0
419,0.1376,1
430,0,0
226,0.1466,1
23523,0,0
1114,0.19554,1
644,0,0
1328,0.1053,1
46738,0,0
5244,0.081317,1
30002,0,0
1425,0.18842,1
2612,0,0
716,0.10914,1
1108,0,0
629,0.10671,1
722,0,0
559,0.084637,1
45720,0,0
1298,0.12074,1
254,0,0
1289,0.13183,1
4943,0,0
812,0.20293,1
95,0,0
292,0.11704,1
250,0,0
3003,0.087876,1
9455,0,0
1450,0.084727,1
14676,0,0
2342,0.11527,1
207,0,0
270,0.093482,1
1746,0,0
953,0.12818,1
76529,0,0
446,0.14182,1
1438,0,0
179,0.11689,1
259,0,0
397,0.1168,1
84520,0,0
1133,0.13068,1
786,0,0
366,0.13069,1
387,0,0
695,0.24052,1
44500,0,0
1490,0.12369,1
424,0,0
6472,0.10983,1
4705,0,0
2478,0.14372,1
18427,0,0
1566,0.15929,1
2065,0,0
1952,0.11077,1
55045,0,0
3019,0.11951,1
30140,0,0
2352,0.11034,1
348,0,0
588,0.12775,1
36442,0,0
8364,0.085473,1
11061,0,0
2796,0.071941,1
9481,0,0
2932,0.10158,1
8472,0,0
2293,0.11208,1
584,0,0
420,0.13602,1
661,0,0
466,0.1013,1
44783,0,0
1414,0.1132,1
258,0,0
2982,0.091443,1
29254,0,0
1487,0.16597,1
1606,0,0
530,0.14287,1
282,0,0
484,0.1472,1
866,0,0
575,0.090352,1
67348,0,0
957,0.17173,1
715,0,0
164,0.17428,1
261,0,0
685,0.21712,1
1448,0,0
269,0.19266,1
5530,0,0
3337,0.16154,1
16341,0,0
3002,0.21361,1
68,0,0
241,0.16127,1
54971,0,0
953,0.14696,1
3193,0,0
625,0.18719,1
1110,0,0
196,0.1289,1
286,0,0
347,0.1464,1
1.4364e+005,0,0
1996,0.0965,1
95,0,0
1400,0.139,1
10849,0,0
2105,0.17004,1
5419,0,0
1346,0.13014,1
8491,0,0
1014,0.17793,1
254,0,0
914,0.13821,1
3515,0,0
1066,0.1326,1
999,0,0
517,0.098961,1
46289,0,0
5536,0.091103,1
10834,0,0
293,0.10727,1
370,0,0
2696,0.17169,1
5306,0,0
2736,0.15802,1
6683,0,0
1696,0.16139,1
284,0,0
742,0.10752,1
1883,0,0
4084,0.11596,1
11397,0,0
2110,0.19205,1
39192,0,0
1992,0.2216,1
2297,0,0
1786,0.19086,1
1258,0,0
224,0.12173,1
20971,0,0
2135,0.12437,1
518,0,0
251,0.14085,1
2316,0,0
978,0.1487,1
42102,0,0
2865,0.093973,1
146,0,0
4103,0.10904,1
6495,0,0
1427,0.23251,1
4604,0,0
539,0.14558,1
5885,0,0
1853,0.1523,1
6055,0,0
1601,0.16734,1
2031,0,0
1058,0.13233,1
229,0,0
228,0.1138,1
679,0,0
730,0.086062,1
46026,0,0
1659,0.11437,1
544,0,0
3801,0.081598,1
7201,0,0
221,0.15562,1
154,0,0
180,0.18191,1
2914,0,0
2159,0.10907,1
6005,0,0
3750,0.13654,1
5657,0,0
3925,0.11554,1
21265,0,0
2835,0.15796,1
36753,0,0
1045,0.12317,1
301,0,0
539,0.12053,1
2055,0,0
363,0.13907,1
1.5019e+005,0,0
9514,0.091905,1
444,0,0
485,0.098502,1
3457,0,0
869,0.13547,1
3563,0,0
2150,0.13772,1
9450,0,0
1232,0.12324,1
8401,0,0
1453,0.17371,1
2129,0,0
1382,0.11668,1
46808,0,0
1658,0.097639,1
146,0,0
449,0.14966,1
506,0,0
469,0.10892,1
592,0,0
1723,0.12919,1
190,0,0
2562,0.099796,1
6314,0,0
1320,0.1215,1
11004,0,0
1649,0.12712,1
13918,0,0
2040,0.16895,1
36192,0,0
4234,0.092755,1
16234,0,0
3080,0.13016,1
9643,0,0
2611,0.15807,1
9093,0,0
1541,0.17888,1
583,0,0
359,0.17542,1
171,0,0
398,0.11548,1
45033,0,0
1804,0.10068,1
146,0,0
3927,0.078871,1
27915,0,0
1461,0.17834,1
2011,0,0
1453,0.12894,1
47600,0,0
1686,0.1066,1
144,0,0
2362,0.10704,1
163,0,0
1068,0.08548,1
4552,0,0
2182,0.16108,1
4928,0,0
447,0.082596,1
5652,0,0
4537,0.12327,1
388,0,0
333,0.10772,1
1284,0,0
1040,0.15347,1
2609,0,0
983,0.12036,1
1251,0,0
613,0.091045,1
57757,0,0
1658,0.19929,1
3102,0,0
1658,0.22891,1
4051,0,0
636,0.25071,1
4764,0,0
727,0.095174,1
3566,0,0
613,0.12941,1
7906,0,0
367,0.13066,1
454,0,0
188,0.1503,1
695,0,0
440,0.10188,1
1978,0,0
484,0.13263,1
66074,0,0
623,0.19587,1
589,0,0
317,0.1484,1
664,0,0
700,0.22311,1
62913,0,0
1777,0.10303,1
172,0,0
309,0.11073,1
388,0,0
1026,0.085985,1
18287,0,0
958,0.16573,1
2724,0,0
722,0.16469,1
4436,0,0
727,0.12769,1
258,0,0
444,0.13406,1
2108,0,0
960,0.15824,1
2043,0,0
926,0.14806,1
782,0,0
493,0.10112,1
46612,0,0
1872,0.092274,1
474,0,0
4413,0.075747,1
10829,0,0
1666,0.16811,1
12660,0,0
2643,0.11367,1
9226,0,0
1437,0.22194,1
35706,0,0
3647,0.10585,1
19746,0,0
2050,0.090527,1
12196,0,0
1944,0.087089,1
267,0,0
1943,0.13185,1
1204,0,0
507,0.11031,1
1202,0,0
1008,0.12405,1
46807,0,0
3053,0.11332,1
7303,0,0
962,0.18674,1
22295,0,0
1798,0.14854,1
1306,0,0
929,0.13878,1
524,0,0
534,0.095374,1
48215,0,0
948,0.15201,1
194,0,0
4067,0.078176,1
35535,0,0
476,0.12335,1
152,0,0
1928,0.16412,1
1393,0,0
2285,0.17055,1
8890,0,0
2138,0.1688,1
45851,0,0
300,0.14389,1
1122,0,0
172,0.12081,1
156,0,0
333,0.12905,1
89174,0,0
2713,0.13583,1
1834,0,0
2152,0.17176,1
115,0,0
509,0.12797,1
8510,0,0
1592,0.15088,1
45649,0,0
1693,0.10423,1
486,0,0
5008,0.073723,1
8840,0,0
940,0.11537,1
6777,0,0
1016,0.10706,1
5156,0,0
1335,0.20496,1
1880,0,0
824,0.13368,1
2825,0,0
1421,0.13582,1
1125,0,0
573,0.13798,1
271,0,0
461,0.099487,1
45915,0,0
1763,0.10251,1
184,0,0
1462,0.10599,1
4247,0,0
1999,0.12135,1
6660,0,0
855,0.11843,1
6613,0,0
724,0.10527,1
15633,0,0
2179,0.10483,1
183,0,0
1042,0.11164,1
38041,0,0
7238,0.062317,1
