Dauer [s], Verbrauch [g/s], Mode [0=Parking. 1=Driving]
2979,0.28191,1
44864,0,0
2636,0.3208,1
11835,0,0
398,0.11663,1
645,0,0
327,0.14412,1
4.2234e+005,0,0
299,0.1015,1
675,0,0
1277,0.15463,1
1268,0,0
971,0.19849,1
25983,0,0
383,0.11973,1
546,0,0
372,0.10402,1
1.5653e+005,0,0
421,0.12404,1
85,0,0
3104,0.27021,1
67,0,0
541,0.09787,1
351,0,0
487,0.10246,1
8257,0,0
537,0.1005,1
1142,0,0
447,0.10401,1
5.9136e+005,0,0
587,0.13254,1
1269,0,0
554,0.087263,1
4.2106e+005,0,0
608,0.089958,1
2559,0,0
479,0.099543,1
2.6203e+005,0,0
446,0.094208,1
318,0,0
477,0.093687,1
18039,0,0
582,0.11239,1
22106,0,0
549,0.08577,1
20167,0,0
501,0.11142,1
31159,0,0
551,0.11635,1
18874,0,0
532,0.1211,1
2461,0,0
507,0.10555,1
2.1497e+005,0,0
411,0.071358,1
224,0,0
266,0.10736,1
1.0165e+005,0,0
415,0.10477,1
533,0,0
387,0.11125,1
1.4506e+005,0,0
489,0.12829,1
45563,0,0
491,0.11819,1
2426,0,0
185,0.11964,1
175,0,0
178,0.098201,1
67867,0,0
321,0.096088,1
599,0,0
294,0.12871,1
1.5032e+005,0,0
303,0.12816,1
338,0,0
279,0.1084,1
86945,0,0
416,0.12738,1
3661,0,0
404,0.10488,1
1.708e+005,0,0
466,0.093047,1
810,0,0
567,0.084419,1
2.0441e+005,0,0
206,0.093083,1
253,0,0
213,0.088722,1
52858,0,0
953,0.16236,1
1905,0,0
822,0.17999,1
67,0,0
403,0.12031,1
1.7351e+005,0,0
421,0.11994,1
2081,0,0
473,0.10261,1
21277,0,0
721,0.10314,1
42579,0,0
548,0.097918,1
42813,0,0
615,0.1114,1
40200,0,0
477,0.1353,1
22733,0,0
999,0.18714,1
610,0,0
716,0.16765,1
575,0,0
441,0.14355,1
18793,0,0
547,0.13089,1
43604,0,0
500,0.12315,1
25482,0,0
299,0.11703,1
433,0,0
320,0.10266,1
15210,0,0
572,0.11547,1
40399,0,0
504,0.10756,1
1.9586e+005,0,0
551,0.10802,1
319,0,0
509,0.12225,1
1.7468e+005,0,0
514,0.12937,1
249,0,0
361,0.11554,1
4.4975e+005,0,0
170,0.16682,1
43,0,0
151,0.13631,1
494,0,0
341,0.12462,1
52481,0,0
481,0.078304,1
1699,0,0
435,0.10066,1
1.1229e+005,0,0
567,0.11949,1
44885,0,0
540,0.10531,1
2.7585e+005,0,0
458,0.092741,1
818,0,0
456,0.11084,1
2.5212e+005,0,0
450,0.10135,1
1875,0,0
439,0.09944,1
10812,0,0
618,0.069433,1
687,0,0
318,0.10358,1
14262,0,0
567,0.13591,1
43760,0,0
568,0.10075,1
426,0,0
331,0.10385,1
134,0,0
331,0.11162,1
